ALD30_Score_Silo1,ALD30_Score_Silo3,ALD30_pred_Dep_Silo1,ALD30_pred_Dep_Silo3,ALD30
-0.157441114988602,-0.522085841204391,85407.9162984165,77767.1348112879,85860
-0.501805283355768,-1.42918456291063,51913.2993903017,49113.2310951494,43810
0.675607092325454,1.0266949279872,220095.222310916,241925.205774144,243850
0.685624328440664,0.252491024854301,121014.173038089,119513.540922153,121130
-0.540871125601485,0.0182773693374594,130851.584201432,121588.981897531,126900
-0.577407189702065,-0.970164129397992,84674.7462301871,81689.2904782187,72350
-0.863583178959967,0.13008520869165,75426.8095459715,73381.9238143596,80290
-0.360295276388603,-3.12826798778739,75073.7395325189,73879.4687355215,75240
-0.334412010668038,-0.0574051132135223,69833.2853044426,69728.7802517096,76400
0.435047620073112,0.829913358995345,26380.7452404081,28415.5171879283,28300
1.99206934077132,0.107029552272634,225820.00215651,222445.206334702,228190
5.81128845054128,2.74429902833813,266896.360524088,280303.093372328,256410
2.30037300784342,3.82242780799133,314242.981910194,315367.591930894,297800
3.22815770305138,1.44097131829293,249354.131556591,242305.262137186,252930
1.97608585256236,1.56551735146057,221007.856114315,216946.275758067,216530
-0.758456452993138,3.1479320650609,30234.4949554856,32900.7498985817,33610
-0.58047300388207,3.32368332965806,34111.5028044585,39242.1684235443,37030
