"","","","ALD30_pred_Com_Silo1","ALD30_pred_Com_Silo3"
"1",-3.43376785825866,-1.22550987119354,74.3150811915086,115.117385580087
"2",-7.51169623673106,-2.33170993508864,16.618579341074,34.3224410327511
"3",-4.1236871614624,-0.503271132254033,1429.76059002296,2369.86122150718
"4",-2.11154642411118,-1.33500412434786,174.304805813302,227.797208379253
"5",-2.31126727690621,-1.67840847813028,12.3257697692809,15.1216684384713
"6",-3.37203166406101,-0.922515736733496,288.654824712469,384.36702648063
"7",-3.43074427447139,-1.68493897007718,71.9842320661042,94.2208380997981
"8",-3.40965837313946,-1.38431925184309,34.1155537093353,62.698619869469
"9",-2.6969499022707,-1.95456121792233,148.45960265992,193.322938963784
"10",-4.63984187144845,-1.80886985358463,41.1030651020178,70.4613243181985
"11",-3.7241405500388,-1.32825815860987,31.6839416238124,74.783644617347
"12",-1.36967891974666,-0.733037003195146,20.1608873864607,24.6744565282615
"13",-2.49774145969652,-0.574053517742522,463.567780999875,669.894425289405
"14",-2.41131336336672,-0.603277992336994,72.6299263216115,104.277594128197
"15",-2.45496015370529,-0.741670286005573,56.8795415667235,66.3881345165231
"16",-2.94159156877264,-0.917943316386627,54.6432430052592,104.669902726157
"17",-0.0604556090392836,-3.24979273992352,4.39807773816043,7.14028653082272
"18",-3.52306261292989,-0.394254085627715,124.35847621326,204.48065550588
"19",-2.36122156287845,-0.136321694503328,163.614545369259,201.776693732324
"20",-1.36769339958856,-0.257593959528616,8.31615265750364,9.00487683728838
"21",-2.62101193101641,-1.31515855270424,331.687387549878,413.785979869619
"22",-3.32217904744133,-0.917672913070016,413.273971499619,539.292961370103
"23",-2.52795035371721,0.43490171835797,101.079931055773,144.877564975762
"24",-1.31080226445406,-0.0153848187946999,293.517003432629,392.582148688947
"25",-3.21603042562613,-1.54677039506252,65.0878620566669,81.1520150146752
"26",-1.88208095307439,-2.24365913983383,94.5851045865079,99.9498829681421
"27",-2.9460092134982,-1.7563436051506,107.172086198702,126.161919128114
"28",-3.96346806298491,0.672878141909207,421.068661014396,802.687955531975
"29",-2.81916273907453,-4.18812277993628,328.392744377762,389.795494472724
"30",-1.90640537691349,1.25795257141343,2175.09714502256,2762.64256966927
"31",-3.36046336463631,1.01843667169748,1077.36962281494,1883.46306867839
"32",-4.17834330230712,-4.6782757194739,28.9807347370594,44.2693800740633
"33",-4.47835382143973,-3.23725343588925,115.367336025748,230.173772519025
"34",-2.68025924825385,-0.571125022407817,35.2599740918047,56.2066598703576
"35",-4.37320876912438,-2.11135661305601,70.2202853852787,94.4737204509262
"36",-1.69639440018087,-1.55279225186734,61.1994986686913,81.7320767330322
"37",-3.71749151668739,-2.08308220380321,55.3385185525188,53.7082148712273
"38",-3.60950963921005,-2.50368010966388,73.07337386244,95.0032688801457
"39",-3.81446880884171,0.375125070082564,21.5117590010335,35.7744499223874
"40",-3.42518174889037,-0.779444494369233,381.676732640614,688.025008781071
"41",-2.10153827075817,-0.621636798255301,71.6739429654541,93.0543259838338
"42",-3.63133798796417,-2.42853519723154,25.7197421655034,37.5505350877063
"43",-1.58153131829395,-1.50711672191785,109.388780104286,112.215847200506
"44",-3.18853256703753,-2.3554259856813,82.8980578094313,114.358510848036
"45",-2.51401702031121,-1.02380204485863,313.325130009351,486.330933774957
"46",-2.51511834538454,-1.38660698425299,43.605356978862,44.529637205826
"47",-3.06487749073731,0.0545870190737718,9.39911966247458,16.1314601767275
"48",-3.59934833800745,-2.24963488092766,28.7386598798318,41.7446298696253
"49",-3.17339867439076,-0.443120055233223,4491.2400410086,8415.9099690864
"50",-2.88583815576117,-0.897618236997856,117.628682239137,166.710308172122
"51",-3.49247654203263,-1.32855661526619,38.2259639414633,74.747242631861
"52",-3.6713534621543,-0.389914011442442,53.2325216112684,72.7758007092785
"53",-3.09390404336653,-0.647038333870792,100.352294908214,143.694192749071
"54",-3.5946526947817,-1.73734518313872,54.4706317023446,94.5733556894578
"55",-3.42303776194645,-2.53000539590848,120.087814643345,163.358802685317
"56",-3.43251160405366,-5.10033148259702,69.8698448506556,90.7929902680665
"57",-5.05490942140268,-2.5743127601147,44.4713133044709,91.9085722694481
"58",-2.10610735911599,-1.09092028642115,129.371623166118,142.819087040685
"59",-4.33752899804838,-1.56791809152938,138.167208535938,217.954502052766
"60",-0.785153454653097,-3.17994178041868,10.4764837255928,13.6699191472508
"61",-2.72017705324002,-2.54026293479119,29.5698067499366,31.0110532501291
"62",-3.98282768784629,-1.92112928316683,81.9816788371404,171.504566601628
"63",-3.13203793132622,-2.20976699736749,143.489087681219,174.311402436296
"64",-2.37162302621448,-2.31217905429648,333.011809226594,588.371807789075
"65",-3.71445930973047,0.223831200606222,264.358344234526,479.387594271944
"66",-2.85774988495248,-0.742861880166706,100.986513695526,171.709955694871
"67",-3.23431466971521,-1.09423056379069,256.032676239904,329.644534018596
"68",-2.29007702890506,-0.954427797659419,131.647738156627,170.946703413113
"69",-1.45990052125553,-1.90225072179765,21.5280531253984,34.8758562101966
"70",-2.95628010378006,-1.57911737214785,23.8841934398123,34.9928247017036
"71",-2.76676045003432,0.238242721942172,98.525593064569,222.867399751578
"72",-1.93560317158901,-1.15193578379746,107.526000979964,177.81239464439
"73",-1.37984926934084,-4.21297800501469,82.5485761727982,113.784008459374
"74",-3.6197954863357,-4.18471680539384,72.9107580625821,110.881546815839
"75",-3.81468082416134,-0.864189003958807,55.8446744139272,100.43030928374
"76",-3.40676220236515,-1.04054706130842,89.714143476027,115.726478555424
"77",-4.3357616876577,-2.92324304663932,81.0773118886286,112.911303254138
"78",-5.93998548243456,-1.73496330843803,29.9610436717915,51.4250101086354
"79",-4.7982572656356,-0.334508074995243,27.7675992548092,54.2323613368752
"80",-3.85487565581752,-1.53018027558872,78.1443692389882,103.509336705485
"81",-1.84206611098267,-1.58384528222753,268.774138702323,280.834646191191
"82",-2.6617153191155,-1.06935879417848,38.3593250445083,53.1988375976498
"83",-3.28156296264615,-1.11744795485283,158.264929613072,206.32278403039
"84",-1.80160456830537,-1.15329246969352,588.113187252583,798.352244372225
"85",-1.84180269967281,-2.24454673480839,96.6737587068967,98.4192375912922
"86",-4.78046478281348,-0.417730637932254,75.7305684946086,150.68234705081
"87",-2.74115558105202,-1.82284556721892,121.930341508973,129.881302750448
"88",-1.74362879283107,-0.371116288420959,144.028113745941,199.627157540876
"89",-3.58608901705546,-2.03994845751198,134.551918521103,201.86181342283
"90",-1.10006376981856,-1.8309130469261,19.5810153288488,25.6386300201991
"91",-5.65866582331568,-4.47331162037249,15.4491898970486,21.5078143250056
"92",-2.57902305095724,-1.19890777337632,111.266549317611,116.379658639725
"93",-3.45203785744252,-4.4724963242598,110.698566308039,190.72868272474
"94",-4.16559738106965,-5.85998136198061,42.5101049265189,70.0640191630143
"95",-2.74251391416224,-0.627476191381682,144.345036901939,210.176031966359
"96",-0.712573663452916,-0.428501613828819,24.516415495729,30.1744142114596
"97",-4.91005642882627,-1.28885845692877,12.0977009260977,18.0544944500781
"98",-2.53379706734709,-1.83289157185948,145.562266292022,186.970440532522
"99",-3.11569287567913,-0.646294341236574,192.524324771015,319.995813379671
"100",-3.74290360338105,0.290838482093765,13.7841170293793,20.7686250220218
"101",-3.92204625043193,-2.70849806536307,15.7824622832297,14.8256093705075
"102",-4.02751156521458,-2.52255923985476,39.0973058475551,70.7714979052891
"103",-2.68403497629503,-2.59935592961466,98.7678053357509,103.030580502708
"104",-0.274471243264332,-0.930404570513008,81.8623937058127,120.844315173855
"105",-4.57730132639071,-1.20533486114071,117.164976982153,166.477419538071
"106",-1.78682220551421,-0.468800514881085,61.7367949547166,92.4329298594435
"107",-4.82972237483405,-0.931215053741508,13.812073938274,19.7441888552319
"108",-0.480146449904432,-2.35098286149133,173.206757469782,264.645682345585
"109",-1.99835908734266,-3.20634114630372,14.8399048817763,15.4697558869209
"110",-2.77253425472874,-0.520723391041113,122.980022034589,171.75397539452
"111",-2.68153225514824,-2.64596586380025,82.4819119610469,90.9794028107608
"112",-3.42911465655431,-0.364570654774252,64.5329435408463,96.514947179409
"113",-3.72395632793768,-1.50738144033235,55.5966857125695,76.8707247531294
"114",-2.81833699767926,-7.26516039338837,35.3040318640597,53.0296712410015
"115",-1.08222189505146,-0.934782109698612,35.9140275827789,38.2895396679887
"116",-4.17361296716341,-0.633193812572407,194.545880076704,302.239006259403
"117",-0.597206040084477,0.525892406766709,53.0805113120401,57.1010045281524
"118",-2.95210124749395,-2.03491030824201,183.153703389511,263.517959355279
"119",-3.97065195661089,-7.5018289730042,125.539926061136,304.705209352135
"120",-3.39239070023384,-0.732701825657468,87.7803181482611,114.099855103569
"121",-2.81349978021994,0.699778890803072,378.481415389007,647.780864229763
"122",-3.16961604022092,-3.77380115209768,61.0461062900684,105.587493367978
"123",-4.0040961550779,-0.98662003038169,69.1903650902628,104.338600864502
"124",-3.29967943501884,-1.29671314770123,45.4769371362053,69.2238973668864
"125",-3.03470750041665,-4.91979609366478,444.071355709518,548.513359403869
"126",-3.04454868256098,-4.70930433154585,534.004219017779,1642.71175996881
"127",-2.36854768316525,-1.44643336245515,133.463365298563,150.952639203601
"128",-2.01750247282078,-0.587655069300351,50.3349982371644,56.3259031457379
"129",-2.35686302950653,-1.92518657314587,66.4615366453129,83.9522817354013
"130",-2.05972140717092,-0.737249777907541,245.232337741876,294.059825167899
"131",-4.98622059450585,-2.24243482703281,82.0461930739372,146.101240864113
"132",-5.13432689658617,-1.5677846334053,16.6913561423208,26.7497152251227
"133",-2.26313451813195,-1.21889764688018,136.912030195954,169.487597675064
"134",-5.36652913584413,-0.809127724949242,61.5167045663382,122.965923588205
