ALDMDS_Axe1,ALDMDS_Axe2,ALD30_Axe1,ALD30_Axe2
-1.75124217950225,1.28607757745592,-1.82564821187132,-1.1277182666037
-1.74154991157674,1.29062221482252,-2.06855545423795,-1.15127619662242
-1.80833746476245,1.25930599325658,-2.43014197472683,-1.1699284481648
-1.75124217950225,1.28607757745592,-1.90385854896007,-1.13467259291122
-1.67870567846384,1.32008944089133,-2.29163094909654,-1.18381402743165
-1.75124217950225,1.28607757745592,-2.52708621266723,-1.19008890613299
-1.75124217950225,1.28607757745592,-2.4278327355546,-1.18126346063959
-1.75124217950225,1.28607757745592,-2.41555757054068,-1.18017197444783
-1.62611214144942,1.34475018648715,-1.74080795949821,-1.14546624428141
-1.58795431376898,1.36264212786122,-2.18552845856604,-1.19272263796183
-1.64751878435178,1.33471275974913,-1.799801765904,-1.14638506706684
-1.66367918425069,1.32713526005511,-2.07342847303821,-1.16744906510672
-1.75124217950225,1.28607757745592,-2.17987440227325,-1.15921543956599
-1.75124217950225,1.28607757745592,-2.08710922666799,-1.15096692248824
-1.75124217950225,1.28607757745592,-2.12954622571614,-1.15474034617977
-1.75124217950225,1.28607757745592,-1.42828358442044,-1.09238529931036
-1.83338551098026,1.24756113769988,-2.14007619667731,-1.13907348736091
-1.75124217950225,1.28607757745592,-2.86254893654787,-1.21991766448787
-1.81477757210155,1.25628627148628,-2.57155568640018,-1.18120100558845
-1.60500515409075,1.35464710681415,-2.13610075996301,-1.18488122391263
-1.69991263822446,1.3101456441968,-2.38165158771761,-1.18753206266157
-1.75124217950225,1.28607757745592,-1.37865684586413,-1.08797257656367
-1.74901222576403,1.28712318733406,-2.17988862741285,-1.15966743233412
-1.59326180573188,1.36015348160392,-2.03530990177559,-1.17829269354205
-1.75124217950225,1.28607757745592,-2.18197871627565,-1.15940255148458
-1.75124217950225,1.28607757745592,-2.05694739263379,-1.14828498498849
-1.62008564101203,1.34757597084311,-2.09552321996043,-1.17822500682924
-1.78399783342435,1.2707186779779,-2.11956400900092,-1.14723203050665
-1.71753904183399,1.30188074550659,-2.11286253926152,-1.1600690859202
-1.76425891501449,1.27997412024087,-3.03046848587811,-1.23221777808255
-1.80975952172332,1.25863920058726,-2.4569019664157,-1.17202046749336
-1.8142969039374,1.25651165346257,-2.28597061888899,-1.15590443588123
-1.76884981902932,1.27782147711414,-2.82819795267693,-1.21330430286532
-1.75124217950225,1.28607757745592,-1.6239847866425,-1.10978670773904
-1.7553710711206,1.2841415687451,-2.60706215925887,-1.19636567791731
-1.7210147099553,1.30025102877368,-2.25500493424277,-1.17200562186364
-1.75124217950225,1.28607757745592,-2.34418625395969,-1.17382576187573
-1.79567447964265,1.26524357936031,-2.07737435600897,-1.14112046616113
-1.52955904455274,1.39002326554257,-2.53271977209856,-1.23539738634397
-1.69701173558066,1.31150585737428,-2.94481773966169,-1.23819415435183
-1.71168308782553,1.30462656182208,-2.51017464836231,-1.19658101412361
-1.74710274691993,1.28801852875181,-2.90549011977132,-1.22457259936958
-1.8324667371795,1.2479919443778,-2.53763183371836,-1.17460914542685
-1.55224620846486,1.37938541136338,-2.84788649727562,-1.25883583232497
-1.81114499844083,1.25798956014094,-2.27196875546963,-1.15529649145918
-1.53294207907562,1.38843698406301,-2.29056267861516,-1.21318140779254
-1.47469820912122,1.41574713167807,-2.07797301136469,-1.20605080949462
-1.82176314363146,1.25301078533114,-2.46447015993523,-1.17026719404394
-1.69478478001572,1.31255006142971,-2.77175494822981,-1.22325583568375
-1.40555634054495,1.44816727544044,-2.58185864742946,-1.26483069196386
-1.73702786303238,1.29274257209558,-2.00978022843099,-1.14696402240767
-1.7605424977254,1.28171672259274,-2.48687790529662,-1.18463383326425
-1.66309348928394,1.32740988837243,-2.25630555063967,-1.18382855801575
-1.7441862397095,1.28938605880261,-1.70645402838287,-1.11854590546142
-1.51888302667446,1.39502917645517,-1.92842001830958,-1.18382199265359
-1.85314125063519,1.23829780807149,-2.44285058687741,-1.16200254075069
-1.75124217950225,1.28607757745592,-2.31735625042926,-1.17144008491373
-1.7063525410756,1.30712601830949,-1.29554860633584,-1.08965602519869
-1.69847179254045,1.31082124676839,-2.02993283188396,-1.15654907635411
-1.76681842243506,1.27877398492136,-2.1862317915339,-1.15663238990848
-1.8139739510968,1.25666308381492,-1.72872614933387,-1.10642050943913
-1.76043899037889,1.28176525647132,-3.27204073192296,-1.25447005914225
-1.87662760008028,1.22728522132569,-2.8275072959686,-1.19145837965912
-1.75124217950225,1.28607757745592,-1.81951062936437,-1.12717252350782
-1.75124217950225,1.28607757745592,-1.75410153579014,-1.12135646137172
-1.75124217950225,1.28607757745592,-1.7111384582414,-1.11753625970055
-1.84249101646555,1.24329162918152,-3.73719230827202,-1.27924581293698
-1.66309348928394,1.32740988837243,-2.33276229272643,-1.19062695772444
-1.7847686000962,1.27035727081864,-1.38320051349589,-1.0816000864136
-1.75124217950225,1.28607757745592,-1.81810775336278,-1.12704778222877
-1.69810859429175,1.31099154791414,-2.9835480948664,-1.24141628793299
-1.75124217950225,1.28607757745592,-2.27842644138509,-1.16797851441986
-1.79125785506161,1.26731450406643,-3.7193343748011,-1.28801338489845
-1.74138168893905,1.29070109325336,-2.43805560910776,-1.18416550566314
-1.80733782147418,1.25977471907762,-2.97895706316529,-1.21893017763874
-1.75124217950225,1.28607757745592,-2.28526546189285,-1.16858662815527
-1.75124217950225,1.28607757745592,-2.53795850167959,-1.19105565104569
-1.61443071323969,1.35022752734744,-1.89013778505147,-1.16110549183487
-1.75124217950225,1.28607757745592,-2.22003172781884,-1.16278615867905
-1.75124217950225,1.28607757745592,-2.09201929267357,-1.15140351696495
-1.83682109226712,1.24595021740628,-2.61694230498939,-1.18078117265874
-1.75124217950225,1.28607757745592,-2.08710922666799,-1.15096692248824
-1.56566873928274,1.37309167953733,-2.19603000760315,-1.19816087401991
-1.75943832867515,1.28223445982033,-2.57930960441319,-1.19307587761992
-1.75124217950225,1.28607757745592,-3.06333556427572,-1.23777126005313
-1.72329190351285,1.29918326847113,-1.92150121661647,-1.14189077870648
-1.64970470785103,1.33368779534538,-1.92618047178848,-1.15718061212277
-1.59527201805734,1.35921090695377,-1.64701914367884,-1.14336024602367
-1.79537464984113,1.26538416747963,-1.91751618664422,-1.12696676038577
-1.83957623724124,1.24465834899158,-2.17498831157663,-1.14092651515696
-1.7545725033108,1.28451601166559,-3.45365078336315,-1.27180426684003
-1.75124217950225,1.28607757745592,-2.29140304439982,-1.16913237125115
-1.75124217950225,1.28607757745592,-2.04256791361747,-1.14700638687814
-1.75124217950225,1.28607757745592,-2.16654708025813,-1.15803039741494
-1.83714439544458,1.2457986227834,-4.00696936935282,-1.30431459926788
-1.80271935279862,1.26194028708304,-2.47117114428249,-1.1747122472087
-1.71334274305685,1.30384836096776,-2.31936083667901,-1.17927872721583
-1.82650292209584,1.25078833600512,-2.88872329834355,-1.20703301615562
-1.77462811128556,1.2751120758569,-2.44922580036573,-1.17843882885433
-1.75733365302603,1.28322132766933,-2.37900534135038,-1.17569057922099
-1.75124217950225,1.28607757745592,-2.72208597688849,-1.20742794392213
-1.724449666528,1.29864040140422,-3.09696893643763,-1.24617729924194
-1.71500917239116,1.30306698378342,-1.98247891055463,-1.14898694997704
-1.78124845128048,1.27200784424138,-2.67007093441672,-1.19673785994866
-1.80537765807101,1.26069382613441,-2.4178983969898,-1.16943801958739
-1.75124217950225,1.28607757745592,-1.82529749287093,-1.12768708128394
-1.56188581888245,1.37486546473788,-1.38635673324868,-1.12693076360678
-1.54590404280933,1.38235920895593,-1.79118799324917,-1.16615795649742
-1.65327029544967,1.33201591599173,-2.29619913716814,-1.18936133233779
-1.58224185566968,1.36532065993779,-2.55579434084163,-1.22680065899251
-1.81182445747002,1.25767096650353,-2.41762790482974,-1.16811091292241
-1.57829787354215,1.36716996586781,-2.26661246279947,-1.20188428718354
-1.85981636067793,1.23516789515952,-2.33161616236847,-1.15076256827105
-1.76062520541383,1.28167794152991,-2.11642080155765,-1.15167671865611
-1.80659922958794,1.26012103970254,-2.26385019267255,-1.15549341352254
-1.82516968713235,1.25141348065446,-3.43705035880212,-1.25605877802773
-1.56937201925354,1.37135523718311,-2.54303027512871,-1.2282670076017
-1.88023901878488,1.22559185208358,-2.25097833580845,-1.13946447786789
-1.75635833826669,1.28367864601149,-2.68391816763191,-1.2030000289802
-1.77425690584973,1.27528613151729,-2.15216960296054,-1.15210014127112
-1.68967121959107,1.31494777453059,-2.02448999146456,-1.15784391837387
-1.71500917239116,1.30306698378342,-3.14406023987265,-1.25227272903753
-1.75644240191795,1.28363922914708,-1.97396634242323,-1.13985536377439
-1.75124217950225,1.28607757745592,-2.91655966260916,-1.22472020373162
-1.67431643842624,1.32214752517451,-2.21158634289288,-1.17758377330323
-1.78987793082713,1.26796154099187,-2.1124494169399,-1.14541090271384
-1.80164744635415,1.26244289659801,-2.07087288690359,-1.13933508504226
-1.71909827208641,1.30114963323001,-2.94254689251008,-1.23352800831927
-1.82784466489451,1.25015920209074,-2.77038570658833,-1.1962394457278
-1.77735198846144,1.27383486869645,-2.44809628380181,-1.17778783238316
-1.60841220436634,1.35304956451431,-2.44021101906069,-1.21123352822874
-1.65344608390015,1.33193349000364,-1.41921568000011,-1.11134596690684
-1.75124217950225,1.28607757745592,-2.26369624336838,-1.16666873098974
-1.75124217950225,1.28607757745592,-2.50884882464656,-1.18846726950523
-1.73241995520378,1.29490318819294,-3.64507265994025,-1.29330273394918
-1.78313927974845,1.27112124785595,-3.05026896970667,-1.23016222148087
-1.83169488867715,1.2483538587999,-3.25360267362082,-1.23842802893469
-1.68715910512709,1.31612568762069,-2.26816481805132,-1.18001881696802
-1.73968307769588,1.29149756031208,-1.88004784228865,-1.13489176218981
-1.85991673313368,1.23512083120952,-2.36555462290423,-1.15376002907546
-1.75124217950225,1.28607757745592,-2.36908730298796,-1.17603991957902
-1.82917515589703,1.24953534406572,-2.01881441354209,-1.1291421169883
-1.75556949127407,1.28404853090806,-2.10063453823178,-1.15129491455354
-1.63177588606181,1.34209449582753,-2.80072850271601,-1.23856774359061
-1.84066200865961,1.24414923828628,-1.77425736739582,-1.10507476005618
-1.76234214977296,1.28087287819996,-2.40088493131139,-1.17662373504841
-1.76647444546229,1.27893527334381,-2.43474451991502,-1.17879923293753
-1.72832710406337,1.29682229777303,-2.13752880221272,-1.16008183706268
-1.77259407083878,1.27606582334827,-2.44591646091988,-1.17855569723395
-1.75124217950225,1.28607757745592,-2.16303989025417,-1.15771854421729
-1.80077147289697,1.26285363449097,-2.18087905948253,-1.14929369694308
-1.71175535897091,1.30459267438208,-2.84588046997174,-1.22641678054666
-1.75124217950225,1.28607757745592,-2.14848505173765,-1.15642435344706
-1.82021477727608,1.25373680360157,-1.44347877447237,-1.07979538926574
-1.84527446284272,1.24198649043475,-2.04810807575558,-1.12849279662335
-1.75124217950225,1.28607757745592,-2.52235150616187,-1.18966790431617
-1.83096551600101,1.248695856601,-2.03381980252766,-1.13011449459067
-1.62598372884692,1.34481039826794,-1.46730214024927,-1.12117254077369
-1.71786087892804,1.30172983832008,-2.61872562949248,-1.20498449554864
-1.80314916921701,1.26173874913848,-2.76021573952302,-1.20032671044229
-1.66012399301283,1.32880226462713,-2.24282537456147,-1.18323013177761
-1.49389016089159,1.40674815828773,-1.62161377714594,-1.16159298471415
-1.62335880108476,1.34604120873297,-1.96058315758141,-1.16556478735515
-1.55746162581711,1.37693993825392,-2.19500131331371,-1.19972826159145
-1.75124217950225,1.28607757745592,-2.47728411461073,-1.18566059072641
-1.71490581804501,1.30311544592119,-2.34081685710069,-1.18087062352761
-1.66789324111838,1.32515931794816,-2.15313352423121,-1.17368453537774
-1.77867534117123,1.2732143577675,-1.64724228062762,-1.10630981412538
-1.65527783788257,1.33107459323573,-3.37461273630136,-1.2848462092133
-1.77061006201946,1.27699611135571,-2.44300473406937,-1.1786978080208
-1.75710065591136,1.28333057840422,-4.08521025447848,-1.32745042865874
-1.75124217950225,1.28607757745592,-1.88649795844037,-1.13312891958287
-1.79053104614732,1.26765529973733,-4.23719119413985,-1.33420721279674
-1.71945464705244,1.3009825314743,-1.86319247256525,-1.13748167009554
-1.76050111116454,1.28173612846476,-2.01073807150103,-1.14230467770834
-1.75124217950225,1.28607757745592,-2.52042255165967,-1.18949638505746
-1.65228153827918,1.33247953738748,-1.93245358990097,-1.15721756669717
-1.75124217950225,1.28607757745592,-1.33429089231379,-1.08402763361344
-1.75124217950225,1.28607757745592,-2.00521634007509,-1.1436851503232
-1.42462951476121,1.43922399602337,-1.97913826233481,-1.2073826976093
-1.75124217950225,1.28607757745592,-2.58811131873647,-1.19551515177204
-1.75124217950225,1.28607757745592,-1.76444774630188,-1.12227642830477
-1.69174456764038,1.31397559597638,-1.89368615544953,-1.14579399610485
-1.77050126922354,1.27704712354494,-2.33558275074204,-1.16916802291993
-1.78967245191299,1.26805788863294,-1.66754513335925,-1.1058923246776
-1.85668936198854,1.23663412320834,-3.18549181006177,-1.22731973909848
-1.85175601029673,1.23894733768131,-3.59436558447336,-1.26467322997838
-1.80351035326073,1.26156939243952,-1.77398172163147,-1.11255950337884
-1.82637760885284,1.25084709451768,-2.25836380115435,-1.15100788163581
-1.72323487313605,1.2992100096202,-2.41280508279813,-1.1855881859425
-1.79623270996743,1.26498182902358,-3.18704641234133,-1.23967773158039
-1.72075047250397,1.30037492788628,-3.21432445511115,-1.25736004368705
-1.68621956630443,1.31656623087369,-2.29691996355447,-1.1827655778354
-1.79033581463581,1.26774684244222,-2.31997815156408,-1.16377144517013
-1.72422809318252,1.29874429561279,-2.14175342230505,-1.16128599269482
-1.75124217950225,1.28607757745592,-2.22616931032578,-1.16333190177493
-1.72493134006507,1.29841454801553,-2.177133741896,-1.16428980549676
-1.69097149993878,1.31433808207258,-2.4328934764215,-1.19389562327159
-1.64729822752812,1.33481617731765,-2.26254412314493,-1.18757588758254
-1.75124217950225,1.28607757745592,-2.12165504820719,-1.15403867648506
-1.75124217950225,1.28607757745592,-1.59259543610688,-1.1069956216201
-1.75124217950225,1.28607757745592,-2.53708170417858,-1.19097768774628
-1.85668936198854,1.23663412320834,-3.67386801811594,-1.27074529687075
-1.75124217950225,1.28607757745592,-3.80458017161679,-1.3036814333757
-1.75124217950225,1.28607757745592,-1.83529298438226,-1.12857586289723
-1.75124217950225,1.28607757745592,-2.1747889767675,-1.15876325242941
-1.63682723773168,1.33972595198132,-1.9058687926571,-1.15797738311205
-1.71057549726449,1.30514590337241,-2.28011701970265,-1.1763485633734
-1.63555117931155,1.3403242869451,-1.92904774039446,-1.16029633702874
-1.81665628120657,1.25540535778628,-2.10721100950717,-1.13953255670308
-1.78528730464003,1.2701140538471,-2.41800695616038,-1.17350842160052
-1.76378417784487,1.28019672121486,-2.12727281766288,-1.15200315576779
-1.75124217950225,1.28607757745592,-2.98968457419213,-1.23122234290255
-1.3042564133965,1.4956661103562,-2.21037041879042,-1.25227378814404
-1.82695120938285,1.25057813719808,-2.6464459203389,-1.18539952591848
-1.65984329896414,1.32893388012435,-2.38004413407355,-1.19548811883859
-1.79511108530007,1.26550775106926,-1.82432861802302,-1.11873395766511
-1.8247165493023,1.25162595384757,-1.60026095613544,-1.09282626886268
-1.73660363565627,1.29294148937689,-2.13511537065272,-1.15819435059215
-1.75124217950225,1.28607757745592,-2.1211289697066,-1.15399189850542
-1.64943340528907,1.33381500723946,-1.71637158285028,-1.1385796097266
-1.42604506679109,1.48612762157918,-1.6776869453777,0.917828190538452
-1.84669173052852,1.28888931153138,-2.12876671778033,0.962741889431779
-1.82658209833679,1.29831857892158,-2.2049632304592,0.951901983038478
